Date,Open,High,Low,Close,Adj Close,Volume
2008-01-03,0.000310,0.000310,0.000310,0.000310,Infinity,173
2008-01-04,0.000310,0.000340,0.000310,0.000310,Infinity,1898
2008-01-07,0.000310,0.000330,0.000310,0.000310,Infinity,6446
2008-01-08,0.000320,0.000330,0.000320,0.000320,Infinity,11413
2008-01-09,0.000320,0.000320,0.000320,0.000320,Infinity,1970
2008-01-10,0.000320,0.000320,0.000320,0.000320,Infinity,420
2008-01-11,0.000320,0.000320,0.000320,0.000320,Infinity,7122
2008-01-14,0.000320,0.000320,0.000320,0.000320,Infinity,3778
2008-01-15,0.000320,0.000320,0.000320,0.000320,Infinity,140
2008-01-16,0.000310,0.000320,0.000310,0.000310,Infinity,1347
2008-01-17,0.000310,0.000310,0.000310,0.000310,Infinity,7355
2008-01-18,0.000310,0.000320,0.000310,0.000310,Infinity,14685
2008-01-21,0.000310,0.000310,0.000310,0.000310,Infinity,5899
2008-01-22,0.000310,0.000310,0.000310,0.000310,Infinity,8440
2008-01-23,0.000310,0.000310,0.000310,0.000310,Infinity,2790
2008-01-24,0.000310,0.000310,0.000310,0.000310,Infinity,3725
2008-01-25,0.000310,0.000310,0.000310,0.000310,Infinity,2922
2008-01-28,0.000310,0.000310,0.000310,0.000310,Infinity,2430
2008-01-29,0.000310,0.000310,0.000310,0.000310,Infinity,22208
2008-01-30,0.000310,0.000310,0.000310,0.000310,Infinity,4876
2008-01-31,0.000310,0.000310,0.000310,0.000310,Infinity,21492
2008-02-01,0.000310,0.000310,0.000310,0.000310,Infinity,17759
2008-02-06,0.000310,0.000310,0.000310,0.000310,Infinity,11458
2008-02-07,0.000310,0.000310,0.000310,0.000310,Infinity,4015
2008-02-08,0.000310,0.000310,0.000310,0.000310,Infinity,840
2008-02-11,0.000300,0.000300,0.000300,0.000300,Infinity,730
2008-02-12,0.000310,0.000310,0.000310,0.000310,Infinity,32200
2008-02-13,0.000310,0.000310,0.000310,0.000310,Infinity,13740
2008-02-14,0.000310,0.000310,0.000310,0.000310,Infinity,36554
2008-02-15,0.000310,0.000310,0.000310,0.000310,Infinity,10028
2008-02-18,0.000310,0.000310,0.000310,0.000310,Infinity,2959
2008-02-19,0.000310,0.000310,0.000310,0.000310,Infinity,24380
2008-02-20,0.000310,0.000310,0.000310,0.000310,Infinity,960
2008-02-21,0.000310,0.000310,0.000310,0.000310,Infinity,10467
2008-02-22,0.000310,0.000310,0.000310,0.000310,Infinity,3758
