Date,Open,High,Low,Close,Adj Close,Volume
2000-01-25,0.000360,0.000360,0.000360,0.000360,2080.958984,14358
2000-01-26,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-01-27,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-01-28,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-01-31,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-01,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-02,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-03,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-04,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-07,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-08,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-09,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-10,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-11,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-14,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-15,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-16,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-17,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-18,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-21,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-22,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-23,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-24,0.000360,0.000360,0.000360,0.000360,2080.958984,0
2000-02-25,0.000399,0.000399,0.000292,0.000399,2306.396240,183791
2000-02-28,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-02-29,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-01,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-02,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-03,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-06,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-07,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-08,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-09,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-10,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-13,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-14,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-15,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-16,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-17,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-20,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-21,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-22,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-23,0.000399,0.000399,0.000399,0.000399,2306.396240,0
2000-03-24,0.000399,0.000399,0.000399,0.000399,2306.396240,0
