Date,Price,Open,High,Low,Vol.,Change %
2021-01-08,62780,53590,75000,53590,0.10K,17.61%
2021-01-07,53380,52990,53590,52990,17.51K,4.75%
2021-01-06,50960,50960,50960,50940,0.13K,0.00%
2021-01-05,50960,50960,50960,50960,0.04K,18.40%
2020-12-30,43040,43500,43500,43000,0.65K,2.48%
2020-12-29,42000,42000,42000,42000,2.75K,0.00%
2020-12-28,42000,42000,42000,42000,0.14K,0.00%
2020-12-23,42000,42000,43000,42000,1.47K,10.56%
2020-12-22,37990,38000,38000,37990,13.80K,-0.03%
2020-12-21,38000,38000,38000,37990,17.45K,1.06%
2020-12-18,37600,39990,40000,36990,1.57K,"94,064.79%"
2020-12-17,40,39,41,39,2.89K,-2.61%
2020-12-16,41,43,43,37,0.09K,0.00%
2020-12-15,41,42,42,41,3.93K,-2.38%
2020-12-11,42,42,42,42,6.85K,2.34%
2020-12-10,41,41,42,41,12.36K,1.66%
2020-12-09,40,45,45,40,0.82K,-9.32%
2020-12-08,45,47,47,44,1.61K,-7.11%
2020-12-07,48,50,50,47,1.95K,-4.14%
2020-12-04,50,50,50,50,0.41K,0.00%
2020-12-03,50,50,50,50,0.02K,0.00%
2020-12-02,50,52,52,50,16.49K,0.00%
2020-12-01,50,50000,50000,50000,0.02K,-99.87%
2020-11-30,39801,37000,50000,37000,6.58K,13.23%
2020-11-27,35151,35000,35500,35000,4.26K,4.93%
2020-11-26,33501,33000,35000,33000,5.99K,9.85%
2020-11-25,30497,30000,33000,30000,6.56K,7.02%
2020-11-24,28497,28000,29000,28000,16.89K,16.08%
2020-11-20,24549,23200,26200,23200,42.09K,5.82%
2020-11-19,23200,23200,23200,23200,0.53K,0.87%
2020-11-17,23000,23000,23000,23000,0.69K,-0.01%
2020-11-16,23001,23000,23200,23000,0.50K,0.01%
2020-11-12,23000,23000,23000,23000,0.10K,0.00%
2020-11-10,23000,23000,23000,22999,5.25K,0.46%
2020-11-09,22895,22895,22895,22895,0.01K,5.10%
2020-11-06,21785,22999,22999,21500,0.78K,-5.28%
2020-11-05,23000,23000,23000,23000,0.00K,0.00%
2020-11-04,23000,23000,23000,23000,17.43K,0.00%
2020-11-03,23000,23000,23000,23000,0.09K,4.80%
2020-10-30,21947,21501,22000,21501,1.28K,-0.24%
2020-10-29,22000,22000,22000,22000,0.01K,0.00%
2020-10-28,22000,22000,22000,22000,0.03K,0.06%
2020-10-27,21987,22000,22000,21500,1.91K,-0.06%
2020-10-26,22000,22000,22000,22000,0.15K,-4.35%
