Date,Price,Open,High,Low,Vol.,Change %
2020-12-07,251,251,251,251,0.20K,20.00%
2020-12-02,209,209,209,209,75.17K,-99.90%
2020-11-27,204711,201000,209000,201000,0.91K,10.99%
2020-11-26,184444,180000,186000,180000,0.11K,3.62%
2020-11-25,178000,178000,178000,178000,1.28K,0.00%
2020-11-24,178000,178000,178000,178000,2.00K,5.49%
2020-11-20,168734,168000,169000,168000,0.30K,0.44%
2020-11-19,168000,168000,168000,168000,0.00K,0.00%
2020-11-18,168000,168000,168000,168000,0.00K,0.00%
2020-11-17,168000,168000,168000,168000,0.17K,0.00%
2020-11-16,168000,168000,168000,168000,0.04K,0.00%
2020-11-12,168000,168000,168000,168000,0.04K,0.26%
2020-11-11,167563,167000,168000,167000,0.02K,0.34%
